,Model,Publication Year,Research Areas
24777,LeNet,2021,Others
24778,LeNet,2021,Computer Science
24779,LeNet,2021,Engineering
24780,LeNet,2021,Computer Science
24781,LeNet,2020,Computer Science
24782,LeNet,2020,Engineering
24783,LeNet,2020,Telecommunications
24784,LeNet,2020,Computer Science
24785,LeNet,2020,Computer Science
24786,LeNet,2020,Computer Science
24787,LeNet,2020,Education & Educational Research
24788,LeNet,2019,Materials Science
24789,LeNet,2019,Computer Science
24790,LeNet,2019,Engineering
24791,LeNet,2021,Engineering
24792,LeNet,2021,Computer Science
24793,LeNet,2021,Engineering
24794,LeNet,2021,Imaging Science & Photographic Technology
24795,LeNet,2021,Computer Science
24796,LeNet,2021,Engineering
24797,LeNet,2021,Imaging Science & Photographic Technology
24798,LeNet,2019,Computer Science
24799,LeNet,2019,Imaging Science & Photographic Technology
24800,LeNet,2019,Computer Science
24801,LeNet,2019,Computer Science
24802,LeNet,2017,Computer Science
24803,LeNet,2021,Computer Science
24804,LeNet,2016,Computer Science
24805,LeNet,2022,Science & Technology - Other Topics
24806,LeNet,2022,Others
24807,LeNet,2022,Computer Science
24808,LeNet,2022,Operations Research & Management Science
24809,LeNet,2022,Computer Science
24810,LeNet,2022,Engineering
24811,LeNet,2022,Imaging Science & Photographic Technology
24812,LeNet,2021,Engineering
24813,LeNet,2020,Chemistry
24814,LeNet,2020,Engineering
24815,LeNet,2020,Instruments & Instrumentation
24816,LeNet,2020,Computer Science
24817,LeNet,2020,Engineering
24818,LeNet,2020,Telecommunications
24819,LeNet,2019,Optics
24820,LeNet,2019,Computer Science
24821,LeNet,2019,Engineering
24822,LeNet,2018,Computer Science
24823,LeNet,2018,Robotics
24824,LeNet,2018,Computer Science
24825,LeNet,2018,Engineering
24826,LeNet,2022,Computer Science
24827,LeNet,2022,Chemistry
24828,LeNet,2022,Engineering
24829,LeNet,2022,Instruments & Instrumentation
24830,LeNet,2022,Engineering
24831,LeNet,2022,Environmental Sciences & Ecology
24832,LeNet,2021,Computer Science
24833,LeNet,2020,Construction & Building Technology
24834,LeNet,2020,Engineering
24835,LeNet,2017,Computer Science
24836,LeNet,2017,Engineering
24837,LeNet,2016,Computer Science
24838,LeNet,2015,Computer Science
24839,LeNet,2022,Computer Science
24840,LeNet,2019,Computer Science
24841,LeNet,2019,Engineering
24842,LeNet,2019,Telecommunications
24843,LeNet,2022,Computer Science
24844,LeNet,2022,Engineering
24845,LeNet,2022,Science & Technology - Other Topics
24846,LeNet,2022,Computer Science
24847,LeNet,2021,Computer Science
24848,LeNet,2021,Engineering
24849,LeNet,2021,Construction & Building Technology
24850,LeNet,2021,Engineering
24851,LeNet,2021,Computer Science
24852,LeNet,2021,Engineering
24853,LeNet,2021,Imaging Science & Photographic Technology
24854,LeNet,2021,Computer Science
24855,LeNet,2021,Engineering
24856,LeNet,2021,Telecommunications
24857,LeNet,2020,Computer Science
24858,LeNet,2019,Computer Science
24859,LeNet,2018,Computer Science
24860,LeNet,2018,Imaging Science & Photographic Technology
24861,LeNet,2022,Computer Science
24862,LeNet,2022,Materials Science
24863,LeNet,2022,Mathematics
24864,LeNet,2021,Chemistry
24865,LeNet,2021,Engineering
24866,LeNet,2021,Instruments & Instrumentation
24867,LeNet,2021,Chemistry
24868,LeNet,2021,Engineering
24869,LeNet,2021,Instruments & Instrumentation
24870,LeNet,2021,Computer Science
24871,LeNet,2021,Computer Science
24872,LeNet,2021,Imaging Science & Photographic Technology
24873,LeNet,2020,Chemistry
24874,LeNet,2020,Engineering
24875,LeNet,2020,Instruments & Instrumentation
24876,LeNet,2020,Computer Science
24877,LeNet,2020,Engineering
24878,LeNet,2020,Operations Research & Management Science
24879,LeNet,2020,Engineering
24880,LeNet,2020,Engineering
24881,LeNet,2020,Engineering
24882,LeNet,2019,Imaging Science & Photographic Technology
24883,LeNet,2018,Engineering
24884,LeNet,2019,Computer Science
24885,LeNet,2022,Mathematical & Computational Biology
24886,LeNet,2022,Neurosciences & Neurology
24887,LeNet,2022,Automation & Control Systems
24888,LeNet,2022,Computer Science
24889,LeNet,2021,Engineering
24890,LeNet,2021,Computer Science
24891,LeNet,2021,Imaging Science & Photographic Technology
24892,LeNet,2021,Computer Science
24893,LeNet,2021,Computer Science
24894,LeNet,2021,Engineering
24895,LeNet,2021,Telecommunications
24896,LeNet,2020,Chemistry
24897,LeNet,2020,Engineering
24898,LeNet,2020,Materials Science
24899,LeNet,2020,Physics
24900,LeNet,2020,Automation & Control Systems
24901,LeNet,2020,Computer Science
24902,LeNet,2020,Engineering
24903,LeNet,2019,Engineering
24904,LeNet,2019,Medical Informatics
24905,LeNet,2018,Computer Science
24906,LeNet,2018,Imaging Science & Photographic Technology
24907,LeNet,2017,Computer Science
24908,LeNet,2022,Health Care Sciences & Services
24909,LeNet,2022,Automation & Control Systems
24910,LeNet,2022,Engineering
24911,LeNet,2022,Instruments & Instrumentation
24912,LeNet,2021,Robotics
24913,LeNet,2021,Construction & Building Technology
24914,LeNet,2021,Engineering
24915,LeNet,2021,Computer Science
24916,LeNet,2021,Mathematics
24917,LeNet,2021,Engineering
24918,LeNet,2021,Computer Science
24919,LeNet,2021,Engineering
24920,LeNet,2020,Mathematical & Computational Biology
24921,LeNet,2020,Neurosciences & Neurology
24922,LeNet,2019,Computer Science
24923,LeNet,2019,Engineering
24924,LeNet,2019,Engineering
24925,LeNet,2019,Optics
24926,LeNet,2019,Imaging Science & Photographic Technology
24927,LeNet,2018,Engineering
24928,LeNet,2018,"Radiology, Nuclear Medicine & Medical Imaging"
24929,LeNet,2017,Computer Science
24930,LeNet,2017,Computer Science
24931,LeNet,2017,Engineering
24932,LeNet,2022,Computer Science
24933,LeNet,2022,Engineering
24934,LeNet,2022,Chemistry
24935,LeNet,2021,Computer Science
24936,LeNet,2021,Acoustics
24937,LeNet,2021,Computer Science
24938,LeNet,2021,Engineering
24939,LeNet,2021,Imaging Science & Photographic Technology
24940,LeNet,2021,Computer Science
24941,LeNet,2021,Mathematics
24942,LeNet,2019,Chemistry
24943,LeNet,2019,Engineering
24944,LeNet,2019,Materials Science
24945,LeNet,2019,Physics
24946,LeNet,2017,Computer Science
24947,LeNet,2017,Engineering
24948,LeNet,2017,Computer Science
24949,LeNet,2017,Engineering
24950,LeNet,2021,Chemistry
24951,LeNet,2021,Engineering
24952,LeNet,2021,Instruments & Instrumentation
24953,LeNet,2021,Computer Science
24954,LeNet,2021,Computer Science
24955,LeNet,2021,Computer Science
24956,LeNet,2021,Optics
24957,LeNet,2021,"Radiology, Nuclear Medicine & Medical Imaging"
24958,LeNet,2019,Computer Science
24959,LeNet,2019,Engineering
24960,LeNet,2019,Computer Science
24961,LeNet,2017,Computer Science
24962,LeNet,2017,Engineering
24963,LeNet,2022,Computer Science
24964,LeNet,2022,Engineering
24965,LeNet,2022,Chemistry
24966,LeNet,2022,Engineering
24967,LeNet,2022,Materials Science
24968,LeNet,2022,Physics
24969,LeNet,2022,Computer Science
24970,LeNet,2022,Engineering
24971,LeNet,2020,Science & Technology - Other Topics
24972,LeNet,2020,Computer Science
24973,LeNet,2020,Computer Science
24974,LeNet,2020,Engineering
24975,LeNet,2019,Chemistry
24976,LeNet,2019,Engineering
24977,LeNet,2019,Instruments & Instrumentation
24978,LeNet,2019,Computer Science
24979,LeNet,2019,Engineering
24980,LeNet,2018,Computer Science
24981,LeNet,2018,Computer Science
24982,LeNet,2018,Engineering
24983,LeNet,2022,Life Sciences & Biomedicine - Other Topics
24984,LeNet,2022,Computer Science
24985,LeNet,2022,Engineering
24986,LeNet,2022,Mathematical & Computational Biology
24987,LeNet,2021,Engineering
24988,LeNet,2021,Computer Science
24989,LeNet,2021,Engineering
24990,LeNet,2021,Imaging Science & Photographic Technology
24991,LeNet,2021,Computer Science
24992,LeNet,2021,Engineering
24993,LeNet,2021,Telecommunications
24994,LeNet,2021,Mathematics
24995,LeNet,2021,Computer Science
24996,LeNet,2020,Computer Science
24997,LeNet,2020,Automation & Control Systems
24998,LeNet,2020,Robotics
24999,LeNet,2020,Computer Science
25000,LeNet,2020,Neurosciences & Neurology
25001,LeNet,2020,Others
25002,LeNet,2019,Computer Science
25003,LeNet,2019,Computer Science
25004,LeNet,2019,Computer Science
25005,LeNet,2019,Engineering
25006,LeNet,2018,Computer Science
25007,LeNet,2018,Engineering
25008,LeNet,2017,Computer Science
25009,LeNet,2017,Engineering
25010,LeNet,2022,Engineering
25011,LeNet,2022,Instruments & Instrumentation
25012,LeNet,2020,Automation & Control Systems
25013,LeNet,2020,Computer Science
25014,LeNet,2020,Engineering
25015,LeNet,2020,Computer Science
25016,LeNet,2020,Optics
25017,LeNet,2020,Automation & Control Systems
25018,LeNet,2020,Computer Science
25019,LeNet,2020,Engineering
25020,LeNet,2020,Computer Science
25021,LeNet,2020,Engineering
25022,LeNet,2020,Mathematics
25023,LeNet,2019,Computer Science
25024,LeNet,2018,Optics
25025,LeNet,2018,Computer Science
25026,LeNet,2018,Computer Science
25027,LeNet,2018,Engineering
25028,LeNet,2018,Telecommunications
25029,LeNet,2017,Computer Science
25030,LeNet,2017,Engineering
25031,LeNet,2017,Engineering
25032,LeNet,2022,Computer Science
25033,LeNet,2021,Optics
25034,LeNet,2020,Computer Science
25035,LeNet,2020,Engineering
25036,LeNet,2020,Imaging Science & Photographic Technology
25037,LeNet,2020,Others
25038,LeNet,2020,Others
25039,LeNet,2019,Computer Science
25040,LeNet,2019,Engineering
25041,LeNet,2019,Physics
25042,LeNet,2019,Oncology
25043,LeNet,2019,Computer Science
25044,LeNet,2019,Neurosciences & Neurology
25045,LeNet,2019,"Radiology, Nuclear Medicine & Medical Imaging"
25046,LeNet,2019,Computer Science
25047,LeNet,2019,Engineering
25048,LeNet,2015,Computer Science
25049,LeNet,2022,Computer Science
25050,LeNet,2021,Mathematical & Computational Biology
25051,LeNet,2021,Neurosciences & Neurology
25052,LeNet,2021,Mathematics
25053,LeNet,2021,Science & Technology - Other Topics
25054,LeNet,2021,Computer Science
25055,LeNet,2021,Engineering
25056,LeNet,2020,Computer Science
25057,LeNet,2020,Engineering
25058,LeNet,2019,Computer Science
25059,LeNet,2019,Computer Science
25060,LeNet,2018,Engineering
25061,LeNet,2017,Computer Science
25062,LeNet,2017,Engineering
25063,LeNet,2017,Telecommunications
25064,LeNet,2019,Computer Science
25065,LeNet,2019,Engineering
25066,LeNet,2022,Engineering
25067,LeNet,2022,Instruments & Instrumentation
25068,LeNet,2020,Computer Science
25069,LeNet,2020,Engineering
25070,LeNet,2020,Imaging Science & Photographic Technology
25071,LeNet,2020,Engineering
25072,LeNet,2020,Optics
25073,LeNet,2019,Computer Science
25074,LeNet,2019,Computer Science
25075,LeNet,2019,Engineering
25076,LeNet,2019,Imaging Science & Photographic Technology
25077,LeNet,2019,Telecommunications
25078,LeNet,2017,Computer Science
25079,LeNet,2017,Engineering
25080,LeNet,2017,Optics
25081,LeNet,2022,Mathematical & Computational Biology
25082,LeNet,2022,Neurosciences & Neurology
25083,LeNet,2021,Computer Science
25084,LeNet,2021,Engineering
25085,LeNet,2021,Telecommunications
25086,LeNet,2021,Computer Science
25087,LeNet,2021,Computer Science
25088,LeNet,2021,Engineering
25089,LeNet,2020,Computer Science
25090,LeNet,2020,Engineering
25091,LeNet,2020,Computer Science
25092,LeNet,2020,Engineering
25093,LeNet,2020,Telecommunications
25094,LeNet,2019,Engineering
25095,LeNet,2019,Instruments & Instrumentation
25096,LeNet,2019,Physics
25097,LeNet,2019,Computer Science
25098,LeNet,2019,Engineering
25099,LeNet,2019,Telecommunications
25100,LeNet,2019,Computer Science
25101,LeNet,2018,Computer Science
25102,LeNet,2018,Geology
25103,LeNet,2018,Computer Science
25104,LeNet,2018,Computer Science
25105,LeNet,2018,Automation & Control Systems
25106,LeNet,2018,Computer Science
25107,LeNet,2018,Engineering
25108,LeNet,2018,Computer Science
25109,LeNet,2018,Engineering
25110,LeNet,2017,Computer Science
25111,LeNet,2020,Science & Technology - Other Topics
25112,LeNet,2020,Environmental Sciences & Ecology
25113,LeNet,2020,Mathematics
25114,LeNet,2022,Engineering
25115,LeNet,2022,Engineering
25116,LeNet,2022,Optics
25117,LeNet,2022,Imaging Science & Photographic Technology
25118,LeNet,2021,Computer Science
25119,LeNet,2021,Engineering
25120,LeNet,2021,Engineering
25121,LeNet,2020,Computer Science
25122,LeNet,2022,Agriculture
25123,LeNet,2022,Computer Science
25124,LeNet,2021,Computer Science
25125,LeNet,2020,Computer Science
25126,LeNet,2019,Computer Science
25127,LeNet,2019,Computer Science
25128,LeNet,2019,Engineering
25129,LeNet,2018,Computer Science
25130,LeNet,2018,Engineering
25131,LeNet,2022,Health Care Sciences & Services
25132,LeNet,2021,Others
25133,LeNet,2021,Others
25134,LeNet,2021,Others
25135,LeNet,2020,Computer Science
25136,LeNet,2020,Optics
25137,LeNet,2020,Imaging Science & Photographic Technology
25138,LeNet,2019,Others
25139,LeNet,2019,Optics
25140,LeNet,2019,Computer Science
25141,LeNet,2019,Mathematical & Computational Biology
25142,LeNet,2019,Imaging Science & Photographic Technology
25143,LeNet,Before 2000,Computer Science
25144,LeNet,2022,Computer Science
25145,LeNet,2022,Computer Science
25146,LeNet,2022,Engineering
25147,LeNet,2022,Physics
25148,LeNet,2020,Computer Science
25149,LeNet,2020,Engineering
25150,LeNet,2020,Telecommunications
25151,LeNet,2019,Computer Science
25152,LeNet,2019,Computer Science
25153,LeNet,2019,Engineering
25154,LeNet,2019,Computer Science
25155,LeNet,2019,Engineering
25156,LeNet,2019,Telecommunications
25157,LeNet,2019,Biochemistry & Molecular Biology
25158,LeNet,2019,Mathematical & Computational Biology
25159,LeNet,2018,Computer Science
25160,LeNet,2018,Computer Science
25161,LeNet,2018,Imaging Science & Photographic Technology
25162,LeNet,2017,Computer Science
25163,LeNet,2022,Life Sciences & Biomedicine - Other Topics
25164,LeNet,2022,Chemistry
25165,LeNet,2022,Engineering
25166,LeNet,2022,Materials Science
25167,LeNet,2022,Physics
25168,LeNet,2022,Computer Science
25169,LeNet,2022,Engineering
25170,LeNet,2022,Telecommunications
25171,LeNet,2022,Computer Science
25172,LeNet,2022,Engineering
25173,LeNet,2022,Imaging Science & Photographic Technology
25174,LeNet,2022,Others
25175,LeNet,2022,Life Sciences & Biomedicine - Other Topics
25176,LeNet,2022,Others
25177,LeNet,2021,Computer Science
25178,LeNet,2020,Mathematical & Computational Biology
25179,LeNet,2019,Computer Science
25180,LeNet,2018,Computer Science
25181,LeNet,2017,Computer Science
25182,LeNet,2017,Engineering
25183,LeNet,2021,Computer Science
25184,LeNet,2020,Engineering
25185,LeNet,2020,Optics
25186,LeNet,2020,Automation & Control Systems
25187,LeNet,2020,Engineering
25188,LeNet,2020,Robotics
25189,LeNet,2019,Computer Science
25190,LeNet,2019,Computer Science
25191,LeNet,2019,Computer Science
25192,LeNet,2019,Engineering
25193,LeNet,2019,Computer Science
25194,LeNet,2019,Engineering
25195,LeNet,2019,Geology
25196,LeNet,2019,Remote Sensing
25197,LeNet,2021,Engineering
25198,LeNet,2021,Engineering
25199,LeNet,2020,Others
25200,LeNet,2020,Engineering
25201,LeNet,2020,Physical Geography
25202,LeNet,2020,Remote Sensing
25203,LeNet,2020,Imaging Science & Photographic Technology
25204,LeNet,2019,Computer Science
25205,LeNet,2019,Engineering
25206,LeNet,2019,Computer Science
25207,LeNet,2019,Imaging Science & Photographic Technology
25208,LeNet,2017,Computer Science
25209,LeNet,2022,Automation & Control Systems
25210,LeNet,2022,Computer Science
25211,LeNet,2021,Engineering
25212,LeNet,2022,Computer Science
25213,LeNet,2021,Engineering
25214,LeNet,2021,Environmental Sciences & Ecology
25215,LeNet,2020,Engineering
25216,LeNet,2020,Physics
25217,LeNet,2020,Telecommunications
25218,LeNet,2019,Geochemistry & Geophysics
25219,LeNet,2019,Engineering
25220,LeNet,2019,Remote Sensing
25221,LeNet,2019,Imaging Science & Photographic Technology
25222,LeNet,2019,Computer Science
25223,LeNet,2019,Computer Science
25224,LeNet,2019,Imaging Science & Photographic Technology
25225,LeNet,2019,Telecommunications
25226,LeNet,2019,Automation & Control Systems
25227,LeNet,2019,Robotics
25228,LeNet,2019,Transportation
25229,LeNet,2017,Acoustics
25230,LeNet,2017,Computer Science
25231,LeNet,2017,Engineering
25232,LeNet,2017,Telecommunications
25233,LeNet,2016,Computer Science
25234,LeNet,2022,Others
25235,LeNet,2022,Computer Science
25236,LeNet,2022,Engineering
25237,LeNet,2022,Physics
25238,LeNet,2021,Engineering
25239,LeNet,2021,Imaging Science & Photographic Technology
25240,LeNet,2020,Computer Science
25241,LeNet,2020,Engineering
25242,LeNet,2020,Computer Science
25243,LeNet,2019,Engineering
25244,LeNet,2018,Environmental Sciences & Ecology
25245,LeNet,2018,Geology
25246,LeNet,2018,Remote Sensing
25247,LeNet,2018,Imaging Science & Photographic Technology
25248,LeNet,2018,Computer Science
25249,LeNet,2018,Physical Geography
25250,LeNet,2018,Remote Sensing
25251,LeNet,2021,Others
25252,LeNet,2022,Engineering
25253,LeNet,2020,Automation & Control Systems
25254,LeNet,2020,Computer Science
25255,LeNet,2020,Science & Technology - Other Topics
25256,LeNet,2020,Energy & Fuels
25257,LeNet,2020,Engineering
25258,LeNet,2020,Robotics
25259,LeNet,2020,Computer Science
25260,LeNet,2020,Engineering
25261,LeNet,2020,Optics
25262,LeNet,2020,Imaging Science & Photographic Technology
25263,LeNet,2019,Computer Science
25264,LeNet,2019,Engineering
25265,LeNet,2019,Engineering
25266,LeNet,2017,Computer Science
25267,LeNet,2017,Computer Science
25268,LeNet,2016,Computer Science
25269,LeNet,2022,Computer Science
25270,LeNet,2022,Engineering
25271,LeNet,2022,Computer Science
25272,LeNet,2022,Engineering
25273,LeNet,2021,Others
25274,LeNet,2020,Computer Science
25275,LeNet,2020,Engineering
25276,LeNet,2020,Science & Technology - Other Topics
25277,LeNet,2020,Computer Science
25278,LeNet,2020,Engineering
25279,LeNet,2020,Computer Science
25280,LeNet,2020,Optics
25281,LeNet,2020,Imaging Science & Photographic Technology
25282,LeNet,2019,Chemistry
25283,LeNet,2019,Engineering
25284,LeNet,2019,Instruments & Instrumentation
25285,LeNet,2017,Engineering
25286,LeNet,2022,Computer Science
25287,LeNet,2021,Chemistry
25288,LeNet,2021,Engineering
25289,LeNet,2021,Instruments & Instrumentation
25290,LeNet,2021,Health Care Sciences & Services
25291,LeNet,2021,Engineering
25292,LeNet,2021,Computer Science
25293,LeNet,2021,Engineering
25294,LeNet,2021,Telecommunications
25295,LeNet,2020,Computer Science
25296,LeNet,2020,Engineering
25297,LeNet,2020,Computer Science
25298,LeNet,2020,Computer Science
25299,LeNet,2019,Computer Science
25300,LeNet,2019,Engineering
25301,LeNet,2017,Computer Science
25302,LeNet,2017,Engineering
25303,LeNet,2017,Imaging Science & Photographic Technology
25304,LeNet,2021,Engineering
25305,LeNet,2021,Computer Science
25306,LeNet,2021,Computer Science
25307,LeNet,2021,Computer Science
25308,LeNet,2021,Engineering
25309,LeNet,2019,Computer Science
25310,LeNet,2019,Engineering
25311,LeNet,2017,Computer Science
25312,LeNet,2021,Science & Technology - Other Topics
25313,LeNet,2022,Biochemistry & Molecular Biology
25314,LeNet,2022,Others
25315,LeNet,2021,Engineering
25316,LeNet,2021,Robotics
25317,LeNet,2021,Geochemistry & Geophysics
25318,LeNet,2021,Engineering
25319,LeNet,2021,Remote Sensing
25320,LeNet,2021,Imaging Science & Photographic Technology
25321,LeNet,2020,Instruments & Instrumentation
25322,LeNet,2020,Optics
25323,LeNet,2020,Physics
25324,LeNet,2020,Computer Science
25325,LeNet,2020,Engineering
25326,LeNet,2020,Telecommunications
25327,LeNet,2022,Computer Science
25328,LeNet,2022,Telecommunications
25329,LeNet,2021,Engineering
25330,LeNet,2021,Instruments & Instrumentation
25331,LeNet,2021,Physics
25332,LeNet,2021,Life Sciences & Biomedicine - Other Topics
25333,LeNet,2021,Computer Science
25334,LeNet,2021,Engineering
25335,LeNet,2021,Mathematical & Computational Biology
25336,LeNet,2021,Computer Science
25337,LeNet,2021,Engineering
25338,LeNet,2020,Agriculture
25339,LeNet,2020,Computer Science
25340,LeNet,2020,Computer Science
25341,LeNet,2020,Telecommunications
25342,LeNet,2020,Computer Science
25343,LeNet,2020,Engineering
25344,LeNet,2022,General & Internal Medicine
25345,LeNet,2022,Chemistry
25346,LeNet,2022,Engineering
25347,LeNet,2022,Materials Science
25348,LeNet,2022,Physics
25349,LeNet,2022,Computer Science
25350,LeNet,2022,Engineering
25351,LeNet,2021,Physics
25352,LeNet,2021,Optics
25353,LeNet,2021,Computer Science
25354,LeNet,2021,Engineering
25355,LeNet,2021,Telecommunications
25356,LeNet,2020,Environmental Sciences & Ecology
25357,LeNet,2020,Geology
25358,LeNet,2020,Remote Sensing
25359,LeNet,2020,Imaging Science & Photographic Technology
25360,LeNet,2019,Agriculture
25361,LeNet,2019,Computer Science
25362,LeNet,2019,Computer Science
25363,LeNet,2018,Computer Science
25364,LeNet,2018,Optics
25365,LeNet,2018,Imaging Science & Photographic Technology
25366,LeNet,2022,Chemistry
25367,LeNet,2022,Engineering
25368,LeNet,2022,Instruments & Instrumentation
25369,LeNet,2021,Computer Science
25370,LeNet,2021,Engineering
25371,LeNet,2021,Telecommunications
25372,LeNet,2021,Computer Science
25373,LeNet,2021,Engineering
25374,LeNet,2021,Imaging Science & Photographic Technology
25375,LeNet,2020,Computer Science
25376,LeNet,2020,Engineering
25377,LeNet,2020,Materials Science
25378,LeNet,2019,Computer Science
25379,LeNet,2019,Engineering
25380,LeNet,2019,Engineering
25381,LeNet,2019,Optics
25382,LeNet,2019,Imaging Science & Photographic Technology
25383,LeNet,2019,Computer Science
25384,LeNet,2018,Computer Science
25385,LeNet,2018,Telecommunications
25386,LeNet,2021,Computer Science
25387,LeNet,2021,Engineering
25388,LeNet,2021,Telecommunications
25389,LeNet,2020,Computer Science
25390,LeNet,2019,Computer Science
25391,LeNet,2019,Engineering
25392,LeNet,2019,Computer Science
25393,LeNet,2019,Neurosciences & Neurology
25394,LeNet,2019,Others
25395,LeNet,2017,Acoustics
25396,LeNet,2017,Computer Science
25397,LeNet,2017,Engineering
25398,LeNet,2017,Telecommunications
25399,LeNet,2015,Computer Science
25400,LeNet,2022,Science & Technology - Other Topics
25401,LeNet,2021,Computer Science
25402,LeNet,2020,Engineering
25403,LeNet,2020,Transportation
25404,LeNet,2019,Computer Science
25405,LeNet,2019,Engineering
25406,LeNet,2019,Computer Science
25407,LeNet,2019,Imaging Science & Photographic Technology
25408,LeNet,2019,Computer Science
25409,LeNet,2019,Engineering
25410,LeNet,2018,Computer Science
25411,LeNet,2022,Automation & Control Systems
25412,LeNet,2022,Computer Science
25413,LeNet,2022,Engineering
25414,LeNet,2021,Engineering
25415,LeNet,2021,Mathematics
25416,LeNet,2021,Engineering
25417,LeNet,2021,Optics
25418,LeNet,2021,Science & Technology - Other Topics
25419,LeNet,2021,Computer Science
25420,LeNet,2021,Computer Science
25421,LeNet,2021,Imaging Science & Photographic Technology
25422,LeNet,2020,Science & Technology - Other Topics
25423,LeNet,2020,Computer Science
25424,LeNet,2020,Engineering
25425,LeNet,2020,Automation & Control Systems
25426,LeNet,2020,Computer Science
25427,LeNet,2020,Engineering
25428,LeNet,2019,Automation & Control Systems
25429,LeNet,2019,Computer Science
25430,LeNet,2019,Engineering
25431,LeNet,2018,Engineering
25432,LeNet,2018,Telecommunications
25433,LeNet,2017,Computer Science
25434,LeNet,2017,Engineering
25435,LeNet,2022,Computer Science
25436,LeNet,2022,Telecommunications
25437,LeNet,2021,Others
25438,LeNet,2021,Biochemistry & Molecular Biology
25439,LeNet,2021,Biophysics
25440,LeNet,2020,Computer Science
25441,LeNet,2019,Computer Science
25442,LeNet,2019,Computer Science
25443,LeNet,2019,Engineering
25444,LeNet,2019,Telecommunications
25445,LeNet,2018,Computer Science
25446,LeNet,2018,Engineering
25447,LeNet,2018,Telecommunications
25448,LeNet,2022,Engineering
25449,LeNet,2022,Others
25450,LeNet,2022,Optics
25451,LeNet,2022,Physics
25452,LeNet,2022,"Radiology, Nuclear Medicine & Medical Imaging"
25453,LeNet,2022,Geochemistry & Geophysics
25454,LeNet,2022,Engineering
25455,LeNet,2022,Remote Sensing
25456,LeNet,2022,Imaging Science & Photographic Technology
25457,LeNet,2022,Computer Science
25458,LeNet,2020,Acoustics
25459,LeNet,2020,Engineering
25460,LeNet,2019,Computer Science
25461,LeNet,2019,Computer Science
25462,LeNet,2022,Health Care Sciences & Services
25463,LeNet,2022,Engineering
25464,LeNet,2022,Engineering
25465,LeNet,2021,Computer Science
25466,LeNet,2021,Engineering
25467,LeNet,2021,Physics
25468,LeNet,2021,Engineering
25469,LeNet,2021,Computer Science
25470,LeNet,2021,Engineering
25471,LeNet,2021,Biochemistry & Molecular Biology
25472,LeNet,2021,Computer Science
25473,LeNet,2021,Mathematics
25474,LeNet,2020,Engineering
25475,LeNet,2019,Computer Science
25476,LeNet,2019,Neurosciences & Neurology
25477,LeNet,2019,Others
25478,LeNet,2019,Computer Science
25479,LeNet,2019,Computer Science
25480,LeNet,2019,Engineering
25481,LeNet,2019,Computer Science
25482,LeNet,2017,Geochemistry & Geophysics
25483,LeNet,2017,Engineering
25484,LeNet,2017,Remote Sensing
25485,LeNet,2017,Imaging Science & Photographic Technology
25486,LeNet,2022,Geochemistry & Geophysics
25487,LeNet,2022,Engineering
25488,LeNet,2022,Remote Sensing
25489,LeNet,2022,Imaging Science & Photographic Technology
25490,LeNet,2021,Computer Science
25491,LeNet,2020,Computer Science
25492,LeNet,2019,Computer Science
25493,LeNet,2019,Computer Science
25494,LeNet,2019,Imaging Science & Photographic Technology
25495,LeNet,2018,Computer Science
25496,LeNet,2018,Neurosciences & Neurology
25497,LeNet,2018,Computer Science
25498,LeNet,2018,Engineering
25499,LeNet,2018,Telecommunications
25500,LeNet,2022,Chemistry
25501,LeNet,2022,Engineering
25502,LeNet,2022,Instruments & Instrumentation
25503,LeNet,2022,Life Sciences & Biomedicine - Other Topics
25504,LeNet,2022,Computer Science
25505,LeNet,2022,Engineering
25506,LeNet,2022,Mathematical & Computational Biology
25507,LeNet,2022,Energy & Fuels
25508,LeNet,2022,Engineering
25509,LeNet,2021,Computer Science
25510,LeNet,2021,Engineering
25511,LeNet,2021,Imaging Science & Photographic Technology
25512,LeNet,2021,Computer Science
25513,LeNet,2021,Telecommunications
25514,LeNet,2021,Computer Science
25515,LeNet,2021,Materials Science
25516,LeNet,2020,Computer Science
25517,LeNet,2020,Engineering
25518,LeNet,2020,Computer Science
25519,LeNet,2020,Robotics
25520,LeNet,2020,Others
25521,LeNet,2020,Computer Science
25522,LeNet,2018,Engineering
25523,LeNet,2022,Computer Science
25524,LeNet,2022,Engineering
25525,LeNet,2022,Telecommunications
25526,LeNet,2021,General & Internal Medicine
25527,LeNet,2021,Engineering
25528,LeNet,2021,Computer Science
25529,LeNet,2020,Engineering
25530,LeNet,2020,Acoustics
25531,LeNet,2020,Engineering
25532,LeNet,2019,Environmental Sciences & Ecology
25533,LeNet,2019,Geology
25534,LeNet,2019,Remote Sensing
25535,LeNet,2019,Imaging Science & Photographic Technology
25536,LeNet,2019,Science & Technology - Other Topics
25537,LeNet,2019,Engineering
25538,LeNet,2019,Computer Science
25539,LeNet,2019,Optics
25540,LeNet,2019,Computer Science
25541,LeNet,2019,Telecommunications
25542,LeNet,2018,Computer Science
25543,LeNet,2018,Engineering
25544,LeNet,2018,Operations Research & Management Science
25545,LeNet,2016,Engineering
25546,LeNet,2021,Science & Technology - Other Topics
25547,LeNet,2021,Environmental Sciences & Ecology
25548,LeNet,2022,Engineering
25549,LeNet,2021,Engineering
25550,LeNet,2021,Physics
25551,LeNet,2021,Computer Science
